,Unnamed: 0,image_A_url,image_B_url,image_C_url,target,utterance,utterance_post
1748,1748,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/39acb6226133f9e0e4c9b82a33ca42e6/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/aad5c7256a7c6ba92a4d67a8ec314d2a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/608db437f2aab3c13cedb1808e691a01/image_p020_t337_r005.png,"[0, 0, 1]",Has tiny pointy-topped shade and slender column.,has tiny pointytopped shade and slender column
1749,1749,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2a52bd01472ec7e1589ec67c01f5c1a7/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/33147aaf3d2c6fbc137af984a9f45d65/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/8eee3b5fd2f3abd4bcde6f92ef1f7ee7/image_p020_t337_r005.png,"[0, 0, 1]",gooseneck on vices,gooseneck on vices
1750,1750,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a54ea55a07b96a237b2bb75885cfc44/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/dc6c499e71d04971d22730b0728b2fc9/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1feb0beac92a26bcb0aa15078ea6f391/image_p020_t337_r005.png,"[0, 0, 1]",Wall sconce that resembles a candle holder. The round base attaches to the wall.,wall sconce that resembles a candle holder the round base attaches to the wall
1751,1751,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1bb78fe58e75596d9f42325587eab087/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/b31c246d2341429f76c2a9de5c96f76/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/60d1a7bf1e70c526befa8f2022732db1/image_p020_t337_r005.png,"[0, 0, 1]","Hanging light fixture with very small base, thin bar, and round light fixture that has stripes.",hanging light fixture with very small base thin bar and round light fixture that has stripes
1752,1752,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/36c6a6f0e206c79890fd203f931c9af5/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e7310381c64cd87f8880edc6251fa529/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/f7a4590c54e2ac7ce62fad6b4f42c880/image_p020_t337_r005.png,"[0, 0, 1]",Ceiling fixture consisting of a square within a square suspended from it's base by a single cord.,ceiling fixture consisting of a square within a square suspended from its base by a single cord
1753,1753,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/297d929269bb62da43fdcbcacbbed64c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d08164b754c2f139b93e96f21cf0da86/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/b4aee889d5e2a826f6747912091f1965/image_p020_t337_r005.png,"[0, 0, 1]",Shade is an inverted round cone.,shade is an inverted round cone
1754,1754,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4a868756ae6404a5c0bc57897eddf6f/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a2fb35f872225ab2f6cbdab9ae1f93de/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/380d313b3c277f5e1735ea0e092a805a/image_p020_t337_r005.png,"[0, 0, 1]",Table lamp with flexible arm.,table lamp with flexible arm
1755,1755,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/405e760fb406d96c2cd3f16bd931920d/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/58e32cefd2f0ca13e938fdd9451c3206/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9ef7ccb91a25dc988cc413950b617e8f/image_p020_t337_r005.png,"[0, 0, 1]",The target lamp has a circluar disk on top.  It is completly flat on top.  The lamp has a thick stem.  At the bottom of the target is a horizontal thin stem that sticks out from the side.,the target lamp has a circluar disk on top  it is completly flat on top  the lamp has a thick stem  at the bottom of the target is a horizontal thin stem that sticks out from the side
1756,1756,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/108a5262552050dfa9370719b830fc2c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/14656fe47266b0eb88e7662971dc736f/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/5656f1bb53d675ffcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",This figure is the most solid figure and doesn't look like lamp base.,this figure is the most solid figure and doesnt look like lamp base
1757,1757,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1165e8de3cee9f706314698551cd43b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/b37e07ac31fa4f311735ea0e092a805a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/5d45d41ee7fea0187cbb0b604dd1148d/image_p020_t337_r005.png,"[0, 0, 1]",Lamp has a bottle-shaped base and and a tall cone-shaped shade.,lamp has a bottleshaped base and and a tall coneshaped shade
1758,1758,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3a29634236aa0596f9e8cd846ef13776/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/636d72f06ebabbdf9e8cd846ef13776/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/aad5c7256a7c6ba92a4d67a8ec314d2a/image_p020_t337_r005.png,"[0, 0, 1]",outdoor lamp with round top,outdoor lamp with round top
1759,1759,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1b0ecf93a4a36a70f7b783634bf3f92f/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/8a6944062cbf8b25ef0a7c6e0ed55209/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a90fa89d0cb8ec989cd3f9e8648111d1/image_p020_t337_r005.png,"[0, 0, 1]","The lamp is shorter and has a mark on the base, the top is a cone with a hole on top",the lamp is shorter and has a mark on the base the top is a cone with a hole on top
1760,1760,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/25999cece7e71cdae8c9f1b00ff43053/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/be61621254d82a6ebb40b038e5e0b7f0/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/956ef7ea0d496de01735ea0e092a805a/image_p020_t337_r005.png,"[0, 0, 1]",Large leaning pole lamp with cone shaped lampshade,large leaning pole lamp with cone shaped lampshade
1761,1761,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/70bf2aaedbf9499ec889c00efdaf9928/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e7ffebf4dd9176542cd2160e449d45ae/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/13ba3fbe8fbc53f3ef3a2c64cef919d0/image_p020_t337_r005.png,"[0, 0, 1]","Triangular lamp shade hanging on straight, single pole.",triangular lamp shade hanging on straight single pole
1762,1762,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/27b2a1bb96fbd760316fa82a71600dfa/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/fbd59db93e38bdafc8687ff9b0b4e4ac/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/92bdae8c11323fc518df0876cc6aa6ac/image_p020_t337_r005.png,"[0, 0, 1]",Lamp column has four stacked spheres.,lamp column has four stacked spheres
1763,1763,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3977cc8807304dfc5adb3ef1dbe9e3b3/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/67780176ebcb050dfe3e90bc90e90c63/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/83c0ad378b5802b73d39d8012919dd25/image_p020_t337_r005.png,"[0, 0, 1]",wall-mounted light.,wallmounted light
1764,1764,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/36182fffe5b450fd65d1b2bc83ce78db/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/bc4db3c90716f7ede76bc197b3a3ffc0/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/381c2fb265c32cb093be5e169656ef71/image_p020_t337_r005.png,"[0, 0, 1]",Wide mushroom shape has four tiny triangle cut-outs at top.,wide mushroom shape has four tiny triangle cutouts at top
1765,1765,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/36c1653a021a526319620b61f6587b3e/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/f4da1907ed935101ad5d0d05865f4466/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2e32934d4a49c374b20bab10aa3ece03/image_p020_t337_r005.png,"[0, 0, 1]",largest disk stand bottom and top end,largest disk stand bottom and top end
1766,1766,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4aba50849f4d24d7581fd19c35a5c8c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/cf6c082b9534049494db33559ec0df30/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3330789450af921544fe3ba945082ada/image_p020_t337_r005.png,"[0, 0, 1]","Squat cone shaped shade, with no crossbar.",squat cone shaped shade with no crossbar
1767,1767,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/42cd4d8cfa141d4d374110224c1c4eb0/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ef45c648fe3b0dde8449e0b8dd14796b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/f021d7374cb40f0da2ee802ea6ed091/image_p020_t337_r005.png,"[0, 0, 1]","This has a cylinder base, with a very short pole supporting the cylinder shaped shade.",this has a cylinder base with a very short pole supporting the cylinder shaped shade
1768,1768,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/427806f30c61059c22e05b5d2ce39e3b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/615019f5899e2aee8120bc4dfb819859/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d73b4313372ca6e1a6a7b6e78d8d5bcb/image_p020_t337_r005.png,"[0, 0, 1]","The long, straight pole with a finial on the top end.",the long straight pole with a finial on the top end
1769,1769,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1bb78fe58e75596d9f42325587eab087/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3f6e9d27bf0e972b9f42325587eab087/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3977cc8807304dfc5adb3ef1dbe9e3b3/image_p020_t337_r005.png,"[0, 0, 1]",Desk lamp with round base,desk lamp with round base
1770,1770,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2691d3491111def44674c364bb213983/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e6b34319c9ce57258d6a77b750ad3e43/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e6de1ff0564f172ad96790493cac7283/image_p020_t337_r005.png,"[0, 0, 1]",this object is a straight bar,this object is a straight bar
1771,1771,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3f968096c74ee3a3b04a2e6a78ff6c49/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d8d129b1a07b23b7a738de48265832af/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/266d6b136cba49504b3c42e318f3affc/image_p020_t337_r005.png,"[0, 0, 1]",The lamp has an urn-shaped base which sits on a square platform.,the lamp has an urnshaped base which sits on a square platform
1772,1772,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c2378f62797cbcb26a5e440d54e375dc/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/eaca02e8f065925dbaf5b49ad7809302/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2af318d179f969aecbde89e0c48a01bf/image_p020_t337_r005.png,"[0, 0, 1]",Desk lamp with flat lamp,desk lamp with flat lamp
1773,1773,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3ac0f4d87162625dfcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/84d66f07cafdfbc4fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/930d6656e3df0635fcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",Stacked top disks are elevated from larger bottom disk.,stacked top disks are elevated from larger bottom disk
1774,1774,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/16ae2568c9e62681f8b8d4a282992be4/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1b35827236954b2bb6436276138aac1/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/bad7893ac164cc44a43934c3f4e340d5/image_p020_t337_r005.png,"[0, 0, 1]",only table lamp,only table lamp
1775,1775,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3993a9c841dbc35061294c3e9dd88196/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/963e6743370d5c5c9b5d51fa8cce1753/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/7591d7cc9587643caa5752b5743a662b/image_p020_t337_r005.png,"[0, 0, 1]","Narrowest cone shade, and thickest pole.",narrowest cone shade and thickest pole
1776,1776,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/300a2c57c5c0a31c35836c728d324152/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9459660f359235abd9010e2a1af5e34e/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/266ca6ba2582dd9dbc24b3e693083ca4/image_p020_t337_r005.png,"[0, 0, 1]","This lamp has a thick pole connecting what could be two spots for lightbulbs. The lamp shade looks like an inverted ""S.""",this lamp has a thick pole connecting what could be two spots for lightbulbs the lamp shade looks like an inverted s
1777,1777,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9f6c2428e0cd344d157d629c9921fc15/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/dc8b9cc431acdda473f5a6f6800a3e79/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2df829fa60a85466a2f2a5c7a758a47/image_p020_t337_r005.png,"[0, 0, 1]",A small round object with a small rim and one protruding piece at the top.,a small round object with a small rim and one protruding piece at the top
1778,1778,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/414d4397dddc0134fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/5493cc3e023e9e6ffcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/923c324c530e9fc412060d1ff2024b3/image_p020_t337_r005.png,"[0, 0, 1]","A thick round post, with an upside down dome at the top.",a thick round post with an upside down dome at the top
1779,1779,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2f46b8a15b15439d713f2e93cbeac35d/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/b5a223ea93f39c2c961b70a6f96df2a4/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/101d0e7dbd07d8247dfd6bf7196ba84d/image_p020_t337_r005.png,"[0, 0, 1]","Largest, tallest disk base, and smallest shade.",largest tallest disk base and smallest shade
1780,1780,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/29985e44b73051d923500a5b036df62e/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ac662716b87687be71e364dec61013a6/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/cec61b6fb378925e498725b9a1405ebb/image_p020_t337_r005.png,"[0, 0, 1]",Shade is closer to a square than rectangle.,shade is closer to a square than rectangle
